0.7309,1.3176,0.6605,5
4.2406,1.7213,-0.7873,0
-0.3329,-1.7678,0.7251,4
-3.5790,2.5425,-0.2594,1
-1.2327,-2.6991,-0.3086,9
0.8217,-0.3709,-2.1675,2
-2.6247,0.2139,1.1672,1
2.2693,1.7129,0.7612,3
-3.2220,-0.0955,0.7383,1
-0.7939,-1.4902,-3.0065,4
-0.1823,2.5295,1.3172,3
-2.6624,0.9177,-0.7376,5
0.6863,2.3671,4.4810,3
1.1262,-0.5057,-2.2998,6
-3.2761,0.3824,0.7593,1
-0.2354,-3.0857,-1.9263,7
0.2828,-0.0663,-0.0030,2
-1.4145,1.5994,-2.1230,8
-0.8642,0.3426,0.8187,6
-2.8294,-0.3243,-1.2542,9
0.9658,-1.9663,0.8697,4
4.2999,2.1045,-0.4605,0
-2.4245,-0.7585,-1.5428,9
-3.6262,2.2372,-0.1880,1
-0.9619,1.2504,-0.6609,1
2.5239,4.1285,1.9694,2
-2.3645,-1.8340,1.0889,4
3.2004,2.5796,2.5184,3
1.4781,-1.1576,1.1699,2
-2.6899,-0.3773,-1.2225,7
-1.3222,-0.4628,2.2558,3
-0.6309,3.1831,-2.4422,8
-0.1088,-0.7796,-0.0476,6
-2.1847,-0.4861,-1.7814,9
3.0019,1.5990,-2.3065,0
-2.2739,0.9497,-1.1361,5
0.4759,0.7709,-0.8830,6
4.2163,1.7117,-2.7717,0
-1.3980,-2.3782,0.5573,7
1.3513,-1.1869,-1.7589,6
-3.6453,0.9014,0.4113,1
-0.5295,1.8534,-0.4728,8
-2.8041,-1.6245,0.8436,7
-2.4189,-0.0379,-0.4492,9
-2.0371,-0.5340,3.0874,3
-0.6080,-3.1775,-0.3758,9
-1.0951,0.1361,1.7861,8
-0.7114,1.0524,-1.8951,5
-1.0610,-0.4248,2.9775,9
1.3520,3.2391,1.5548,3
-0.3757,2.3572,2.6999,3
6.4225,0.7335,2.0965,0
1.3958,-4.0922,1.5236,7
-2.9341,0.3795,-0.6127,4
-0.4257,-3.1738,0.2479,9
-0.4951,0.0793,-1.5401,8
4.6990,-0.1806,2.4504,0
-1.8221,-2.2077,-1.5646,9
0.9633,-2.5063,2.3953,4
-3.4371,3.0394,0.0680,1
1.0664,-2.0137,0.5956,4
-2.5150,0.3484,-1.0912,4
1.3819,1.5755,-0.7903,6
4.9246,1.6364,0.2581,0
2.3328,-1.8966,-0.5389,4
-2.4353,1.5905,-0.8473,5
1.3376,1.0185,-2.1159,6
-3.8272,1.7657,0.0435,1
0.1431,1.3854,3.2011,0
5.0490,0.6575,1.1556,0
-0.8762,1.3689,1.5342,1
